"Won_Championship","Previous_SB_Wins","Number_Of_Wins_This_Season","Number_Of_First_Round_Draft_Picks","Team_Value","Playing_Style","Average_Player_Age","Number_Of_Injured_Players","Coach_Experience_Level","ID"
1,1,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",9050
0,2,13,1,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",2761
0,3,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",3548
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Advanced",7079
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"three","Intermediate",3732
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",9096
0,3,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",8539
0,1,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",8323
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",710
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",7375
1,2,10,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Advanced",6865
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",5658
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",8475
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",4343
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",322
1,2,15,3,"Above_Four_Billion","Balanced",26,"six","Advanced",9399
1,1,12,2,"Above_Four_Billion","Balanced",26,"six","Intermediate",3317
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Offense",26,"four","Intermediate",3975
0,2,15,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"five","Intermediate",9564
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",2246
1,1,14,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"five","Intermediate",5711
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",2706
1,3,15,3,"Above_Four_Billion","Relaxed",26,"seven","Intermediate",3493
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",6569
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"three","Intermediate",42
0,2,15,3,"Above_Four_Billion","Aggressive_Defense",26,"four","Intermediate",8428
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"six","Intermediate",904
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",6143
0,2,13,2,"Less_Than_Three_Billion","Balanced",26,"six","Intermediate",6012
0,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4541
0,1,14,2,"Above_Four_Billion","Balanced",27,"four","Intermediate",9586
1,1,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Advanced",2464
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",9632
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",8045
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",8650
1,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",9182
1,2,14,2,"Above_Four_Billion","Balanced",26,"five","Intermediate",3166
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",5975
1,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",7175
1,1,15,3,"Less_Than_Four_Billion","Balanced",26,"six","Advanced",3223
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",3372
0,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",8633
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",9287
1,2,14,3,"Less_Than_Three_Billion","Aggressive_Defense",28,"five","Advanced",683
0,3,16,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5747
1,3,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",2562
1,1,13,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",4886
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",8909
0,1,14,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",3770
1,3,13,3,"Less_Than_Three_Billion","Balanced",26,"six","Advanced",8714
1,1,12,1,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",9281
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",2322
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",1035
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6933
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Advanced",808
0,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",6851
1,3,12,1,"Less_Than_Four_Billion","Balanced",27,"seven","Beginner",935
1,3,14,1,"Less_Than_Four_Billion","Balanced",27,"three","Intermediate",3793
1,2,15,1,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Beginner",6267
0,2,14,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"five","Intermediate",1098
0,2,13,1,"Less_Than_Three_Billion","Balanced",27,"six","Beginner",9998
0,2,14,1,"Above_Four_Billion","Aggressive_Defense",26,"five","Beginner",5256
0,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",9165
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",5243
1,2,16,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",1653
1,2,13,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",3139
1,3,13,2,"Less_Than_Three_Billion","Balanced",26,"six","Intermediate",2227
1,1,13,3,"Above_Four_Billion","Balanced",26,"six","Advanced",7094
1,2,16,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",883
0,1,14,2,"Above_Four_Billion","Balanced",26,"five","Intermediate",1825
0,1,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",1259
1,3,15,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",428
1,2,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",3456
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",9691
0,2,14,2,"Above_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",2852
0,2,14,3,"Above_Four_Billion","Aggressive_Defense",26,"nine","Intermediate",7332
1,3,13,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",1340
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",247
1,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",3461
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",327
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",3999
1,1,14,3,"Less_Than_Four_Billion","Balanced",27,"seven","Advanced",9525
0,3,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",9477
1,1,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",9618
1,2,15,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",9474
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Beginner",818
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",1102
1,1,13,3,"Less_Than_Four_Billion","Balanced",27,"six","Advanced",6749
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",8700
0,2,14,3,"Above_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",2595
1,2,12,2,"Less_Than_Three_Billion","Balanced",26,"three","Advanced",915
0,2,13,1,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",6498
0,1,14,3,"Less_Than_Four_Billion","Balanced",26,"six","Advanced",2069
1,2,13,2,"Above_Four_Billion","Aggressive_Defense",26,"four","Intermediate",1969
0,2,15,2,"Less_Than_Three_Billion","Balanced",26,"three","Intermediate",7025
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",7325
1,3,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",2881
1,2,15,2,"Less_Than_Four_Billion","Relaxed",27,"seven","Beginner",2971
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Advanced",900
0,1,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",9274
1,1,16,3,"Less_Than_Three_Billion","Balanced",26,"eight","Intermediate",6078
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",8472
0,1,13,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",2689
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",9625
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",9081
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",2476
1,1,15,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",944
0,2,13,2,"Above_Four_Billion","Aggressive_Defense",27,"six","Intermediate",9169
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",148
1,2,16,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",364
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",8495
0,1,15,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"four","Advanced",4955
0,2,12,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",9623
0,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",1591
0,1,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",602
1,3,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",6576
1,2,13,3,"Less_Than_Four_Billion","Balanced",26,"six","Advanced",5379
0,2,16,3,"Less_Than_Four_Billion","Aggressive_Defense",25,"five","Intermediate",2759
0,1,16,3,"Less_Than_Three_Billion","Balanced",26,"four","Intermediate",686
0,1,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",4963
1,1,14,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",6641
0,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Beginner",2249
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Advanced",6203
0,1,13,1,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",4130
1,2,13,3,"Less_Than_Four_Billion","Balanced",26,"six","Advanced",1877
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",4746
1,1,14,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"five","Intermediate",95
0,1,14,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"four","Intermediate",7526
0,2,14,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",1503
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",2137
1,1,13,2,"Less_Than_Three_Billion","Balanced",26,"five","Intermediate",2090
0,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Beginner",721
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",4801
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",2760
0,3,13,2,"Less_Than_Four_Billion","Balanced",26,"eight","Beginner",1566
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",4967
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",2161
0,2,14,3,"Less_Than_Four_Billion","Aggressive_Offense",26,"six","Advanced",9043
0,3,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",2044
0,1,14,2,"Less_Than_Four_Billion","Balanced",25,"six","Beginner",485
1,1,14,3,"Less_Than_Three_Billion","Aggressive_Defense",27,"seven","Intermediate",5443
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",9684
0,2,14,2,"Above_Four_Billion","Balanced",26,"six","Beginner",514
1,2,13,2,"Less_Than_Four_Billion","Relaxed",26,"four","Advanced",1412
1,2,13,3,"Less_Than_Four_Billion","Balanced",26,"four","Advanced",3163
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",6212
0,2,15,3,"Above_Four_Billion","Balanced",25,"seven","Intermediate",7106
0,2,13,2,"Less_Than_Three_Billion","Balanced",27,"six","Intermediate",3896
1,2,13,2,"Less_Than_Four_Billion","Relaxed",26,"six","Intermediate",5912
1,1,14,3,"Above_Four_Billion","Balanced",27,"six","Intermediate",4771
1,1,15,3,"Above_Four_Billion","Balanced",26,"six","Intermediate",1339
1,1,15,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",6550
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",1919
0,3,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",10
0,2,15,3,"Less_Than_Four_Billion","Aggressive_Offense",26,"four","Intermediate",7352
1,2,13,3,"Less_Than_Four_Billion","Balanced",26,"seven","Advanced",2821
1,1,13,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",184
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",4290
0,3,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",8131
1,2,14,3,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",1510
0,2,14,1,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Beginner",9060
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",5361
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Beginner",2743
0,2,15,3,"Less_Than_Four_Billion","Relaxed",26,"six","Intermediate",5047
0,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",9048
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Offense",27,"six","Intermediate",8618
1,1,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",6220
1,1,13,2,"Less_Than_Four_Billion","Balanced",26,"four","Advanced",192
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Offense",27,"six","Intermediate",4285
1,2,15,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",50
1,1,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Advanced",6571
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",5218
1,2,14,2,"Above_Four_Billion","Balanced",26,"five","Intermediate",9309
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Beginner",6148
0,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",5275
1,2,13,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",6228
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",2892
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"five","Advanced",3088
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",7783
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9503
0,2,11,1,"Less_Than_Three_Billion","Aggressive_Defense",27,"nine","Beginner",1714
1,2,14,2,"Above_Four_Billion","Aggressive_Defense",27,"six","Intermediate",4502
0,1,13,1,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",507
1,2,13,2,"Less_Than_Four_Billion","Balanced",25,"five","Intermediate",5716
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",4740
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Beginner",7967
0,2,15,2,"Above_Four_Billion","Balanced",27,"three","Intermediate",3590
0,2,13,1,"Less_Than_Four_Billion","Relaxed",27,"six","Intermediate",5484
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"eight","Intermediate",2170
1,1,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",3532
1,2,14,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"seven","Intermediate",4745
0,1,15,3,"Less_Than_Four_Billion","Aggressive_Offense",25,"six","Intermediate",3489
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",2597
0,3,15,2,"Less_Than_Three_Billion","Balanced",26,"four","Intermediate",5149
1,1,14,2,"Less_Than_Four_Billion","Balanced",25,"six","Intermediate",2071
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"two","Intermediate",8429
1,3,16,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9939
0,1,14,2,"Less_Than_Four_Billion","Relaxed",26,"seven","Intermediate",1038
1,2,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5833
1,2,15,3,"Less_Than_Three_Billion","Balanced",26,"five","Intermediate",619
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",5756
0,2,15,2,"Above_Four_Billion","Balanced",26,"four","Intermediate",6796
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Offense",27,"five","Beginner",5761
1,3,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",6219
0,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",5648
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",3606
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",4155
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",5559
0,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"nine","Intermediate",422
1,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"three","Intermediate",4294
1,1,13,2,"Less_Than_Three_Billion","Balanced",26,"five","Intermediate",7574
0,2,12,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",2285
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"five","Beginner",3839
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",1012
1,1,13,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",4828
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Offense",27,"five","Intermediate",640
0,3,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",634
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",5297
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4842
1,2,13,2,"Above_Four_Billion","Balanced",27,"four","Intermediate",401
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",4839
1,2,14,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"five","Intermediate",3234
1,3,13,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",69
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"two","Intermediate",3719
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",3952
0,2,12,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",4903
1,1,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Advanced",9007
0,2,15,2,"Less_Than_Three_Billion","Aggressive_Defense",25,"seven","Intermediate",3005
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",1932
1,2,16,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",8699
1,3,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",9039
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",259
0,2,14,2,"Less_Than_Three_Billion","Balanced",27,"six","Intermediate",7804
0,1,13,1,"Less_Than_Four_Billion","Balanced",27,"six","Beginner",2026
0,3,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",1940
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Beginner",3086
1,1,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",3767
0,2,16,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"four","Intermediate",5944
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",2795
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9946
0,1,15,2,"Less_Than_Three_Billion","Balanced",26,"five","Intermediate",2133
1,1,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",4894
1,2,15,2,"Less_Than_Four_Billion","Balanced",28,"six","Intermediate",775
0,2,14,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4264
1,1,13,2,"Less_Than_Three_Billion","Aggressive_Offense",27,"three","Intermediate",1497
0,1,14,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",8178
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Advanced",8358
0,3,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",1557
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",5380
1,1,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Advanced",7035
0,2,14,2,"Less_Than_Three_Billion","Balanced",26,"six","Intermediate",6291
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9310
0,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"eight","Intermediate",9931
1,2,15,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",8106
1,1,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",4240
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",8277
1,3,14,2,"Less_Than_Four_Billion","Aggressive_Offense",27,"five","Intermediate",4483
0,1,13,1,"Above_Four_Billion","Relaxed",27,"six","Beginner",9928
1,3,15,4,"Less_Than_Four_Billion","Relaxed",26,"seven","Advanced",8881
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",4179
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",6537
1,1,13,1,"Less_Than_Four_Billion","Balanced",27,"six","Beginner",3565
0,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",1198
1,2,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",169
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Beginner",4534
0,1,15,3,"Above_Four_Billion","Aggressive_Defense",27,"six","Intermediate",5514
1,1,16,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",3596
1,1,15,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",9668
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6490
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",2549
0,1,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",2502
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",9787
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",9184
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",3967
1,2,16,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",1517
0,2,15,2,"Above_Four_Billion","Aggressive_Defense",26,"four","Intermediate",6659
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",1886
1,1,14,3,"Above_Four_Billion","Aggressive_Defense",25,"six","Intermediate",1136
1,2,14,3,"Above_Four_Billion","Balanced",26,"five","Advanced",1456
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",4169
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",4664
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",2725
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",3772
1,3,14,2,"Less_Than_Four_Billion","Balanced",27,"three","Intermediate",3246
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",2160
0,3,15,2,"Less_Than_Three_Billion","Balanced",26,"five","Intermediate",7434
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",1859
0,2,13,1,"Less_Than_Four_Billion","Balanced",27,"six","Beginner",9892
1,2,15,3,"Less_Than_Three_Billion","Balanced",26,"seven","Intermediate",5995
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",585
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",5422
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Advanced",2194
0,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Beginner",1724
0,3,15,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"six","Intermediate",7181
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",4498
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",6772
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",9692
0,2,14,1,"Less_Than_Four_Billion","Aggressive_Offense",26,"four","Beginner",3414
0,1,15,2,"Less_Than_Four_Billion","Balanced",26,"three","Intermediate",9034
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",930
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"three","Intermediate",6445
1,3,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",8267
0,2,16,3,"Less_Than_Four_Billion","Aggressive_Offense",26,"five","Intermediate",3491
0,2,13,1,"Less_Than_Four_Billion","Balanced",27,"four","Beginner",2864
0,1,15,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"six","Intermediate",7771
0,1,15,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",7868
0,2,14,2,"Above_Four_Billion","Balanced",26,"five","Intermediate",989
1,1,15,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",2148
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Offense",26,"six","Beginner",1249
0,2,14,1,"Less_Than_Four_Billion","Balanced",26,"four","Beginner",4727
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",3021
1,1,12,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",9344
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",165
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",3257
0,1,13,3,"Less_Than_Three_Billion","Balanced",26,"six","Advanced",9433
0,2,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",6808
1,1,12,2,"Above_Four_Billion","Aggressive_Defense",26,"six","Advanced",3694
1,3,14,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",1670
1,1,14,3,"Above_Four_Billion","Balanced",25,"six","Intermediate",3701
1,1,16,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",3382
